problem_id,submission_id,technique,bleu_score,explicit_jaccard,implicit_structural,fusion_semantic_score,h_obfuscated,h_deobfuscated,delta_entropy,halstead_effort_gt,halstead_effort_obf,halstead_effort_rec,readability_improvement_pct,testcase_pass_rate,binary_size_reduction_pct
p03668,s188407452,fla_bcf,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,48.26007326007326
p03668,s188407452,fla_bcf_instsub,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,48.23717948717949
p03668,s188407452,fla_instsub,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,20.162429378531073
p03668,s188407452,instsub,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,2.586206896551724
p03673,s208508104,bcf,0.9822052577184751,0.9402985074626866,1.0,0.9761194029850746,5.2186160036510865,5.161255895576676,0.05736010807441083,1811542.1366856424,1713654.426318793,1811542.1366856424,-5.712219970576446,100.0,5.689655172413794
p03673,s208508104,bcf_instsub,0.9822052577184751,0.9402985074626866,1.0,0.9761194029850746,5.274682098209977,5.161255895576676,0.11342620263330172,1811542.1366856424,1801421.9899873452,1811542.1366856424,-0.5617865638671552,100.0,34.53947368421053
p03673,s208508104,fla,0.9822052577184751,0.9402985074626866,1.0,0.9761194029850746,5.24774315690268,5.161255895576676,0.08648726132600437,1811542.1366856424,2022503.5573726976,1811542.1366856424,10.430707027338999,100.0,5.689655172413794
p03673,s208508104,fla_bcf,0.9822052577184751,0.9402985074626866,1.0,0.9761194029850746,5.300317576236462,5.161255895576676,0.1390616806597862,1811542.1366856424,1930668.9144965329,1811542.1366856424,6.17023337955154,100.0,34.569377990430624
p03673,s208508104,fla_bcf_instsub,0.9822052577184751,0.9402985074626866,1.0,0.9761194029850746,5.351251399371863,5.161255895576676,0.18999550379518748,1811542.1366856424,2039723.0175848352,1811542.1366856424,11.186856202141298,100.0,43.231327800829874
p03673,s208508104,fla_instsub,0.9822052577184751,0.9402985074626866,1.0,0.9761194029850746,5.303954120134038,5.161255895576676,0.14269822455736225,1811542.1366856424,2085252.0973918003,1811542.1366856424,13.125988989461268,100.0,5.6465517241379315
